0xa23bf3f34f39ce647ef603f0aa640ea4a816131f46301ed751a083da9abd1232,0x6766a680e4ec0791b2652ad0ca44176c3c5f8794,54720,9.6,0
0x485c2785bf78a5701f560d3c36383c3c7507f54f35a5376731f13f0949419688,0x4fe3420ecb7e487931337cfc83c3288e62e628a1,521322,91.46,0
0x71d41f6e24601ce37b61e60b81d3c93ebb25604e2989cf3fb57975cadca9c423,0xe7635f7c6db3c8878e5d02de133ae16a63a16009,11200,2,0
0xecc650119169efbe0fb761aab808ed12a0c843539ce32a43854b4b7e19bce1f2,0x406bee7642f901fe49bf978e4e993a7093230707,28650,5,0
0x56b234ca55db266701ab38897db8846fd4e2a10a6d8afbf99d86fb54dd241b84,0x26c786daa2c9b175a02e114a9aa1fadc6735ac65,7999,1.3331666666666666,0
0x528bee2d4e09c3ac5ffc04376969c8936fc62c838122d6c7c6cd3f3b24defb75,0xdbe9ef1e8fd724b977ba7662f3b87db2208bc263,120,0.02,0
0x7ad3faa5bd11d29392a95cdcd165812b378ea29df0a93fd9982577a652857c78,0x7e0689b7ae74b915d28049cd239f49b5119842d4,1444.8,0.258,0
0x0d93c24e8425d1a271dc5f4e5b5ee0c3b17483fe5675d74b828e314af002a3a2,0xc69914012d19b9001f1b8fab8beb674573df31df,20490,3.49,0
0x4b760eda144cb5f26f5d560416f88a8d8c2a8082f91681227987f83708f8599e,0x8516a8183688f889e168c1de738fc63e2c58bdc5,85680,15.3,0
0x2301632dc44f64640e3627f6aba7426a8aa1d6cbcdcf0790955e51148223806c,0x55545a49e3095b6e36191e2b2277e37af18ce8fd,11032,1.97,0
0x3ddcbba22e8caded1a0894873d6f11408b20c96a52859d4bfa71b5b2d65d89b7,0xfc820096d4439da123ded8fd6f224f8d587487e3,1995,0.35,0
0x13f81d816bed4aa8f9e0e2b8d91c7291c3fce86e7d9bf196e4c2e0de62c6463e,0x53117e7d9defe0e3fcc00de094847c4d67de8be2,125702.24,21.672800000000002,0
0xef62e09d38245147e9a141caaea74870f6ca4b8ad7f9889847cbb2493ecb5659,0xc154c0e1bfb1c3f26ab0775b24bb4d34cfb8b57d,5585.9999,0.9799999824561403,0
0x5b236dc7a33a4e5777b0475d0aa1526b5e7f12536b7567ffea4a205c3c00b5c5,0xee0e18598366a570bce51f5bccb0bda7ea6425a8,16800,3,0
0x85b2cc99473be9e738ea74504ec1ace2eb0ab90dcf3874386ad56f2339112628,0x749005ad362a1082a6c9a9f5b313fc60d15d403f,20349,3.5700000000000003,0
0x6d816bfbd100cf7f9c7fdccb073ab965287ddf41e924641370761453b86d6670,0x5fe31d3b105cbb3d25542b146a548fbd1930c9fa,5319,0.9498214285714286,0
0x8fa21a441dc0ded1d09e6fb76fa1e61666ed009ea389e1f4e9c579af4d7c3367,0xa1262c7f16acc148719675c92591d608c61eb166,17880,2.98,0
0xfff88c353de684b1f0c342ab4cabe1b71d2069ee1c6b8763cc6b3059065242b8,0xb505830ffd0059f9a3d98c1eebade1b8279a40e3,600,0.1,0
0x8345cb8bf2dcaabd9554af9184ee7911d2a3633223fd4a2031e4e41d4486bd83,0x3adc2ae5adda38a5cafc73db5f934dd417cf4f24,11111,1.949298245614035,0
0x401e3a3cc23179cff86466799ead769fc4cc4e7ab6eb66352870a14e24ce07e4,0x52c6a15973e57cdde717188fc0598e84ccacd4c4,5724.774,0.98703,0
0x47a823cea40dc93d59849f8bb5b79fc4af6a31d0f27264d40c8268fa9e3d0f2e,0x2260d26a055693608b5f15a480a86a055b72cf7b,27832,4.97,0
0x8e17bc73b1fb0adaa1674b89e85bfaa75ecf7102f178648e1044c3cdd78c7cb8,0xb00df498104bea51b78a3c1fb50177b610b54ad2,5600,1,0
0xf4c5d71c51c149ec70e565dc4a833ce990a6d35c9390e3ca787f9ab854107007,0x719f3dd83ae40a61b60d3b03c78e51441d7c7078,25578,4.487368421052632,0
0xf74742fc3e17d336c4f29e50f1e5f27c3aa873a72665dfae1699bb80f4269a99,0xf0d8574e7f932567506256614ddae87e86618915,2191,0.398,0
0x14439b0c9aecd421dd725ad362cd93939f1c205226ca8f39acfeb4b1f4f4818f,0x7edfffdf2720fd219090089f7e18d4023e58ba04,30455.491,5.280471428571429,0
0xf559ce8cddc2baa3772bf12152c1e29b312971514b15bbe25ae6a643fe990bc6,0x552a2188869cde385490b2f05ae2fbe7684480c8,28998,4.999655172413793,0
0x71563be092af9918cdda1a269a2ea5a4a648304d55fa6039b140229d9ee758b4,0x020b54ae12b2076a143d62876dc5297e3b269002,59988,9.998,0
0x758374a12f63ab1a1a9b5f39d515df2405358219d38cb16cc7a5a837da919d7d,0x890186b99e8afc7dd7a44141f705c30063943ccc,25000.2,4.386,0
0x2c431bee87504fb720453199e63b318c6aab3fded58088e8546001eb7f3fbb5c,0xc4bd8350f429a6122b726a27947f67b228eeff7d,285599,50.99982142857143,0
0x70e23cf3691acf3edeaa250e73a74d1897e71137a0203e5d417cc213e1ea3d46,0xdbc89c9d250a678c98cf02a468d6b966e438d8e3,26040,4.65,0
0xcb24c3c1d0ae4ee5da542ec05c33d586c0b302a01e0c08c87e2e4043696ce8bb,0x222e79ab40d859e50f0161d48aa4f0c1e8e5ded8,17100,3,0
0xe25701b71025d1cd06918eeb99cc0a9797f1dc8fa10ed8a89a50b281cf8dfc34,0xde0fd72c64f9542c2d8e800968ca9e1af7cd3494,151200,27,0
0xb169e16228d58d840042fb53615494f02b95267a5d6d96fdf04b43098bb46a22,0x3422571794cd29a927580ed36b18b32ed11838a3,38881.8,6.586035714285715,0
0xca2905af361af75e3d817bf2cbcc4e61eee73865944d355b3137b0b93702a505,0xb96841cabbc7dbd69ef0cf8f81dff3c8a5e21570,56000,10,0
0x660b656c0ce9d3348002355072af4629dcbdeeafd22e5b749865259a65b2dc6e,0x9f0ca7b0a0084c48848d551e80fbffc8d9c198fd,58466,10.257192982456141,0
0x7266675d3f12b47cc32585396247c44d0589eeb337cbd207eadb5f04b3b18ca1,0x80540f72009fc95cda5cfc7847a8b28ce13b57a7,2750,0.5,0
0x99da60e0b9a1e9417b869d271902544d91da9bfcc33c06ddee57695ab266e00b,0xe6e6274c4724aecc7e1feb2a7e3ce0d08376861a,14106.4,2.519,0
0xb0bc9ff0fd5a08f5b5b41501038dfdc8d32bc3be9274f403fee9e1c00e132503,0x0f3640dfd3c976e1f42337bd0dde1a2a3f8f37ec,32700,5.45,0
0xd986c5c300e7919976550157f086756cffc799917356b6fd3355a8b6bf127bea,0xe0ae5e8d7dc63438a09d01f12483e9d577b38a0c,23600,4,0
